Dev positive
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3QIYRE09Y5QEK3OLO2IYGAJX1K41NM.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3M68NM076JGU6NHANFBWKQFOAMTR66.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3QHK8ZVMIORP913SEMV89USHIO1LB3.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3LUY3GC6319SYAF0TXCZL9F5488P7G.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3ZV9H2YQQFG0H0BE37N40MBLSF5W3H.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3IKZ72A5B6P5AIITV1XJ5CNR2T7NFR.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3ZDAD0O1T3MK5HEYSRPHKITQVGOXTS.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3IOEN3P9S9S6DIITPLWHEZXB5VJ61M.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/31N2WW6R9TZY6EPJDID4WYPLXJT3FI.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/31LM9EDVON1LFK4PERO4KAFJUIGJNH.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3FFJ6VRIL3XMZDSCV316XX46A1PI0L.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3TE22NPXPDL9QUBYTFM4FZK0M0944N.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/33JKGHPFYE3BGSAAHO1W0270ZM9MN7.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3OB0CAO74JYJ0DDDXTUUPDXBL9VHYD.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/39KFRKBFIP4TSUZ016PK9MUCYG4OYA.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3D8YOU6S9GTMMF9RR961P128HSZU6T.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3Q5ZZ9ZEVQOS5E20JNVR136JOR858Q.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/33OOO72IVJUW2J331VTU658GUCYCTV.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/33PPO7FECXOGYXT67FP1C4OP4HYIDW.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/32XVDSJFP16FR6LHV53C8E42OZTM27.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3R0T90IZ1ULSXEHXHVUN7MTR4W6GCY.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/35K3O9HUADM1GC5G22U0FPTIOTIEFP.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3OSWBBLG1G6DOSI161P2FEB4SMDXD6.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/34PGFRQONQKB2ED36SFRGTSAO3KJWR.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3X1FV8S5JZ0OWNNX8CPSXEHGP3NGVY.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3I0BTBYZAZU8PD7HZLN9JLYUZSFY0E.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/37U1UTWH9XVHA10YGU8U44BFFT7R83.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3X87C8JFV8KZHK07HDPZG51BV1CSQ3.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3XUHV3NRVM7LYP3TMRPXEGZIREA5HP.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3FTF2T8WLTRMW20UKGOERZE7RSD9WE.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3VSOLARPKDIP54Y6AWDCM23ATZI937.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3AQF3RZ55ARX3XC1WKB231156OFF6B.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3AAJC4I4FI1FW9I8HFZYFXMS5L9JZY.wav
hey fire fox	0	1	/home/brandon1lee/data/kws/speaker-id-split-medium/audio/3P59JYT76NTJ41B1424OUSZUHNHT22.wav
