Dev positive
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3IKZ72A5B6P5AIITV1XJ5CNR2T7NFR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/34PGFRQONQKB2ED36SFRGTSAO3KJWR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3FTF2T8WLTRMW20UKGOERZE7RSD9WE.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3SKRO2GZ730DCX3IRPQIOI2T6VC1K5.wav
Dev negative
hey scout	1	0	/data/speaker-id-split-medium/audio/3ZDAD0O1T3MK5HEYSRPHKITQUKQXT1.wav
hey moxie	1	0	/data/speaker-id-split-medium/audio/39LNWE0K4W52FZ4STAFQM4SDQDOUI5.wav
hey scout	1	0	/data/speaker-id-split-medium/audio/3VJ40NV2QKWXB806R02L152XIJCOTK.wav
hey moxie	1	0	/data/speaker-id-split-medium/audio/3R9WASFE21PZR7WCYP8D0ZU0BE7FZ5.wav
Dev positive
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3IKZ72A5B6P5AIITV1XJ5CNR2T7NFR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/34PGFRQONQKB2ED36SFRGTSAO3KJWR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3FTF2T8WLTRMW20UKGOERZE7RSD9WE.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3SKRO2GZ730DCX3IRPQIOI2T6VC1K5.wav
Dev negative
hey scout	1	0	/data/speaker-id-split-medium/audio/3ZDAD0O1T3MK5HEYSRPHKITQUKQXT1.wav
hey moxie	1	0	/data/speaker-id-split-medium/audio/39LNWE0K4W52FZ4STAFQM4SDQDOUI5.wav
Dev positive
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3IKZ72A5B6P5AIITV1XJ5CNR2T7NFR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/34PGFRQONQKB2ED36SFRGTSAO3KJWR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3FTF2T8WLTRMW20UKGOERZE7RSD9WE.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3SKRO2GZ730DCX3IRPQIOI2T6VC1K5.wav
Dev negative
hey scout	1	0	/data/speaker-id-split-medium/audio/3ZDAD0O1T3MK5HEYSRPHKITQUKQXT1.wav
hey moxie	1	0	/data/speaker-id-split-medium/audio/39LNWE0K4W52FZ4STAFQM4SDQDOUI5.wav
hey scout	1	0	/data/speaker-id-split-medium/audio/3VJ40NV2QKWXB806R02L152XIJCOTK.wav
hey moxie	1	0	/data/speaker-id-split-medium/audio/3R9WASFE21PZR7WCYP8D0ZU0BE7FZ5.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22187767.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22008891.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21991877.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22006222.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22028869.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22063624.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22151234.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21921025.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21928199.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21897890.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21950941.wav
"sky saxon's last performance and recording was done in austin, texas."	1	0	/data/speaker-id-split-medium/audio/common_voice_en_19067843.wav
Dev noisy positive
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3IKZ72A5B6P5AIITV1XJ5CNR2T7NFR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3TE22NPXPDL9QUBYTFM4FZK0M0944N.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/33JKGHPFYE3BGSAAHO1W0270ZM9MN7.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3OSWBBLG1G6DOSI161P2FEB4SMDXD6.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/34PGFRQONQKB2ED36SFRGTSAO3KJWR.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3FTF2T8WLTRMW20UKGOERZE7RSD9WE.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3EO896NRAY4JAX99BNAGT9LBK6WJTP.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3E7TUJ2EGEVNNW033LJOZBPMLJ1D9I.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3EKVH9QME0DCNCF4IC49POH8F8BD20.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3SKRO2GZ730DCX3IRPQIOI2T6VC1K5.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/37M28K1J0SMEV1A05NJZY4VJVAQJA4.wav
Dev noisy negative
hey moxie	1	0	/data/speaker-id-split-medium/audio/39LNWE0K4W52FZ4STAFQM4SDQDOUI5.wav
hey scout	1	0	/data/speaker-id-split-medium/audio/3VJ40NV2QKWXB806R02L152XIJCOTK.wav
hey moxie	1	0	/data/speaker-id-split-medium/audio/3R9WASFE21PZR7WCYP8D0ZU0BE7FZ5.wav
caesar himself arrived to take command of <unk> force	1	0	/data/speaker-id-split-medium/audio/common_voice_en_18846044.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22187767.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22066393.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21991877.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22006222.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22151234.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21921025.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21897890.wav
"sky saxon's last performance and recording was done in austin, texas."	1	0	/data/speaker-id-split-medium/audio/common_voice_en_19067843.wav
and your master, young man!	1	0	/data/speaker-id-split-medium/audio/common_voice_en_19254632.wav
Test positive
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3NS0A6KXC6H557S799EVIKUCC56ZGB.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3WLEIWSYHQQTZSK648NZG9W66OIH22.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3PWWM24LHU706HJD14TT3W3735P285.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3L2IS5HSFCRUT0FJQQSIRCOUBNKUN8.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3GDTJDAPVWKQDLN6BMCDI5H59FBM8V.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/34S9DKFK75YBA9ZO0RP7UXU77KPNYB.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3ZSY5X72NZKKVTNENBXQ1Q1FU2BROE.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/36PW28KO4156KLO8RM881OIRREZEA8.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/33OOO72IVJUW2J331VTU658GUSCCT5.wav
Test negative
she has always been very kind and friendly to everyone even strangers	1	0	/data/speaker-id-split-medium/audio/common_voice_en_1164.wav
hey <unk>	1	0	/data/speaker-id-split-medium/audio/3DHE4R9OCYKFZWPVK25HV9K5RK3G2S.wav
hey moxie	1	0	/data/speaker-id-split-medium/audio/3A1COHJ8NL44L7MVKPW0Q099TD38H4.wav
hey <unk>	1	0	/data/speaker-id-split-medium/audio/32M8BPYGAVVJAH3X95Q9IPRMGK1IGE.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22057581.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22147690.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22159609.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22161492.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21969269.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21970581.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22127193.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22111253.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22020678.wav
as such, the court will generally only grant these remedies on the strictest terms.	1	0	/data/speaker-id-split-medium/audio/common_voice_en_19953898.wav
Test noisy positive
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3JAOYWH7VKD6L8OVG2HCIOXRUTIL9N.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3NS0A6KXC6H557S799EVIKUCC56ZGB.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3VE8AYVF8O6K7BVPPZ80NFXWDPIF8N.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3WLEIWSYHQQTZSK648NZG9W66OIH22.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3PWWM24LHU706HJD14TT3W3735P285.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/36U2A8VAG38A23EL3EXR25D3DKEKYN.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3TYCR1GOTESLRZ68K0BBVCZK8AZZL0.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3L2IS5HSFCRUT0FJQQSIRCOUBNKUN8.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3GDTJDAPVWKQDLN6BMCDI5H59FBM8V.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/34S9DKFK75YBA9ZO0RP7UXU77KPNYB.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3ZSY5X72NZKKVTNENBXQ1Q1FU2BROE.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/3YHH42UU5DOOPE0IG6YJPDWYRWZ0LF.wav
hey fire fox	0	1	/data/speaker-id-split-medium/audio/33OOO72IVJUW2J331VTU658GUSCCT5.wav
Test noisy negative
she has always been very kind and friendly to everyone even strangers	1	0	/data/speaker-id-split-medium/audio/common_voice_en_1164.wav
hey <unk>	1	0	/data/speaker-id-split-medium/audio/3DHE4R9OCYKFZWPVK25HV9K5RK3G2S.wav
hey <unk>	1	0	/data/speaker-id-split-medium/audio/32M8BPYGAVVJAH3X95Q9IPRMGK1IGE.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22159609.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22152825.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22161492.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_21970581.wav
fire fox	1	0	/data/speaker-id-split-medium/audio/common_voice_en_22111253.wav
Dev positive
Dev positive
Dev positive
Dev positive
